order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,order_date,delivery_date,region,sales_rep,channel,payment_method,status
ORD00163,CUS00018,SW001,KNIME License,Software,10,12000,0,120000.0,2024-09-28,2024-06-26,East,พิชัย สมาน,Direct Sales,Bank Transfer,Completed
ORD00164,CUS00013,SW003,Tableau Desktop,Software,5,15000,10,67500.0,2024-10-23,2024-03-15,West,นิรมล ศรีสุข,Online,Cash,Completed
ORD00165,CUS00069,HW002,Monitor 27in,Hardware,7,8900,20,49840.0,2024-03-26,2024-11-09,East,พิชัย สมาน,Direct Sales,E-Wallet,Completed
ORD00166,CUS00011,HW004,USB-C Hub,Hardware,4,1500,10,5400.0,2024-08-12,2024-12-10,Bangkok,สุนิสา แก้วมณี,Direct Sales,Cheque,Pending
ORD00167,CUS00072,HW002,Monitor 27in,Hardware,8,8900,5,67640.0,2024-01-30,2024-09-05,Northeast,วิชัย มนัสพร,Referral,Credit Card,Pending
ORD00168,CUS00001,HW005,Webcam HD,Hardware,10,2200,20,17600.0,2024-03-23,2024-06-14,Northeast,พิชัย สมาน,Referral,Cheque,Pending
ORD00169,CUS00010,TR004,SQL Workshop,Training,7,9000,15,53550.0,2024-04-02,2024-11-23,North,สมชาย วงศ์ดี,Direct Sales,E-Wallet,Completed
ORD00170,CUS00063,TR001,ML Bootcamp,Training,9,25000,5,213750.0,2024-03-14,2024-01-19,Central,ธนกร ใจดี,Online,Cheque,Completed
ORD00171,CUS00068,TR003,Deep Learning,Training,8,22000,20,140800.0,2024-10-10,2024-04-18,North,ธนกร ใจดี,Partner,Cash,Completed
ORD00172,CUS00046,SB001,Cloud Storage,Subscription,5,1200,0,6000.0,2024-09-09,2024-07-26,North,สุนิสา แก้วมณี,Partner,E-Wallet,Completed
ORD00173,CUS00025,HW004,USB-C Hub,Hardware,2,1500,0,3000.0,2024-06-11,2025-01-01,North,วิชัย มนัสพร,Tender,Bank Transfer,Completed
ORD00174,CUS00074,CS005,Dashboard Design,Consulting,7,35000,10,220500.0,2024-01-26,2024-07-24,North,กานดา รักไทย,Direct Sales,Bank Transfer,Completed
ORD00175,CUS00065,CS005,Dashboard Design,Consulting,1,35000,20,28000.0,2024-10-05,2024-11-10,Northeast,พิชัย สมาน,Online,E-Wallet,Completed
ORD00176,CUS00023,HW001,Laptop i7,Hardware,8,35000,15,238000.0,2024-02-21,2024-12-06,Central,สมชาย วงศ์ดี,Referral,Bank Transfer,Completed
ORD00177,CUS00034,TR002,Data Analytics,Training,5,18000,10,81000.0,2024-06-03,2024-04-05,Northeast,สมชาย วงศ์ดี,Partner,Bank Transfer,Pending
ORD00178,CUS00073,SB005,HR System,Subscription,1,9600,5,9120.0,2024-09-24,2024-01-22,West,กานดา รักไทย,Referral,E-Wallet,Pending
ORD00179,CUS00050,CS001,Data Strategy,Consulting,1,80000,15,68000.0,2024-10-31,2024-10-31,East,วิชัย มนัสพร,Referral,Cash,Cancelled
ORD00180,CUS00020,SW001,KNIME License,Software,8,12000,0,96000.0,2024-11-16,2024-01-09,Northeast,สมชาย วงศ์ดี,Direct Sales,Bank Transfer,Completed
ORD00181,CUS00003,HW001,Laptop i7,Hardware,3,35000,5,99750.0,2024-05-21,2025-01-04,South,นิรมล ศรีสุข,Referral,Credit Card,Completed
ORD00182,CUS00072,TR002,Data Analytics,Training,2,18000,0,36000.0,2024-12-29,2024-09-13,Northeast,ประเสริฐ ทองดี,Direct Sales,Bank Transfer,Completed
ORD00183,CUS00050,SW001,KNIME License,Software,10,12000,0,120000.0,2024-06-08,2024-06-09,East,พิชัย สมาน,Online,Cash,Cancelled
ORD00184,CUS00057,SW003,Tableau Desktop,Software,6,15000,10,81000.0,2024-08-28,2024-12-13,Central,วิชัย มนัสพร,Direct Sales,Cheque,Completed
ORD00185,CUS00058,CS004,Risk Analysis,Consulting,7,60000,20,336000.0,2024-05-19,2024-10-18,North,ประเสริฐ ทองดี,Partner,Bank Transfer,Cancelled
ORD00186,CUS00002,SB003,BI SaaS,Subscription,10,5400,15,45900.0,2024-03-18,2024-11-04,West,ประเสริฐ ทองดี,Tender,Cash,Completed
ORD00187,CUS00030,CS004,Risk Analysis,Consulting,7,60000,10,378000.0,2024-08-19,2024-05-26,East,สมชาย วงศ์ดี,Partner,Cheque,Completed
ORD00188,CUS00006,CS002,AI Roadmap,Consulting,10,120000,20,960000.0,2024-05-27,2024-03-14,West,พิชัย สมาน,Online,Cheque,Cancelled
ORD00189,CUS00070,CS003,Process Audit,Consulting,9,45000,0,405000.0,2024-10-10,2024-09-06,West,ธนกร ใจดี,Online,Credit Card,Completed
ORD00190,CUS00027,SB001,Cloud Storage,Subscription,7,1200,5,7980.0,2024-05-10,2024-10-28,West,สมชาย วงศ์ดี,Referral,Cash,Cancelled
ORD00191,CUS00009,SW005,Python Training,Software,6,5000,20,24000.0,2024-04-29,2024-07-23,South,สุนิสา แก้วมณี,Partner,E-Wallet,Completed
ORD00192,CUS00025,CS005,Dashboard Design,Consulting,10,35000,0,350000.0,2024-04-18,2024-04-09,Bangkok,วิชัย มนัสพร,Partner,Cheque,Cancelled
ORD00193,CUS00067,SB003,BI SaaS,Subscription,7,5400,20,30240.0,2024-03-17,2024-05-07,Bangkok,วัลลภ เพ็ชรดี,Partner,Bank Transfer,Completed
ORD00194,CUS00077,CS001,Data Strategy,Consulting,3,80000,0,240000.0,2024-01-16,2024-06-26,North,สุนิสา แก้วมณี,Tender,Bank Transfer,Completed
ORD00195,CUS00076,SW002,Power BI Pro,Software,10,8500,5,80750.0,2024-10-17,2024-04-20,North,ประเสริฐ ทองดี,Referral,Bank Transfer,Pending
ORD00196,CUS00005,SB005,HR System,Subscription,3,9600,0,28800.0,2024-06-22,2024-04-13,Central,ธนกร ใจดี,Direct Sales,Bank Transfer,Completed
ORD00197,CUS00059,SW005,Python Training,Software,6,5000,20,24000.0,2024-09-06,2024-02-03,West,พิชัย สมาน,Referral,Bank Transfer,Completed
ORD00198,CUS00012,TR003,Deep Learning,Training,10,22000,0,220000.0,2024-12-08,2024-09-17,Northeast,วิชัย มนัสพร,Referral,Credit Card,Completed
ORD00199,CUS00033,HW002,Monitor 27in,Hardware,3,8900,0,26700.0,2024-06-29,2024-02-01,South,สมชาย วงศ์ดี,Direct Sales,Cheque,Cancelled
ORD00200,CUS00041,CS001,Data Strategy,Consulting,2,80000,0,160000.0,2024-01-03,2024-04-12,East,ประเสริฐ ทองดี,Tender,E-Wallet,Pending
ORD00201,CUS00033,SW004,Excel Advanced,Software,6,3500,0,21000.0,2024-07-18,2024-03-05,North,วัลลภ เพ็ชรดี,Referral,Credit Card,Pending
ORD00202,CUS00025,HW002,Monitor 27in,Hardware,1,8900,5,8455.0,2024-01-19,2024-03-22,West,นิรมล ศรีสุข,Direct Sales,E-Wallet,Completed
ORD00203,CUS00003,HW004,USB-C Hub,Hardware,2,1500,5,2850.0,2024-11-17,2024-02-09,Northeast,อรนุช พานิช,Partner,Credit Card,Pending
ORD00204,CUS00029,SW003,Tableau Desktop,Software,3,15000,0,45000.0,2024-01-30,2024-04-03,East,วัลลภ เพ็ชรดี,Tender,Credit Card,Pending
ORD00205,CUS00032,HW003,Mechanical Keyboard,Hardware,7,3200,5,21280.0,2024-03-20,2024-01-15,North,พิชัย สมาน,Partner,Cheque,Completed
ORD00206,CUS00059,TR004,SQL Workshop,Training,2,9000,0,18000.0,2024-09-04,2024-02-29,Central,สุนิสา แก้วมณี,Direct Sales,Credit Card,Cancelled
ORD00207,CUS00026,CS003,Process Audit,Consulting,2,45000,0,90000.0,2024-07-05,2024-08-10,North,นิรมล ศรีสุข,Online,Bank Transfer,Pending
ORD00208,CUS00038,TR004,SQL Workshop,Training,3,9000,0,27000.0,2024-03-14,2024-11-24,Bangkok,วัลลภ เพ็ชรดี,Tender,Cheque,Cancelled
ORD00209,CUS00068,HW004,USB-C Hub,Hardware,1,1500,20,1200.0,2024-05-26,2024-04-06,North,ธนกร ใจดี,Direct Sales,Cash,Completed
ORD00210,CUS00024,TR005,BI Dashboard,Training,3,12000,0,36000.0,2024-09-24,2024-04-28,East,วิชัย มนัสพร,Online,E-Wallet,Completed
ORD00211,CUS00036,SW005,Python Training,Software,8,5000,20,32000.0,2024-03-30,2024-04-16,Central,พิชัย สมาน,Online,E-Wallet,Completed
ORD00212,CUS00067,HW001,Laptop i7,Hardware,2,35000,15,59500.0,2024-07-27,2025-01-05,Bangkok,สุนิสา แก้วมณี,Partner,Cheque,Completed
ORD00213,CUS00062,CS001,Data Strategy,Consulting,1,80000,5,76000.0,2024-03-09,2024-12-07,North,นิรมล ศรีสุข,Online,E-Wallet,Completed
ORD00214,CUS00077,SW002,Power BI Pro,Software,6,8500,10,45900.0,2024-01-03,2024-07-02,South,วัลลภ เพ็ชรดี,Tender,Bank Transfer,Completed
ORD00215,CUS00049,TR002,Data Analytics,Training,6,18000,20,86400.0,2024-10-22,2024-02-02,North,กานดา รักไทย,Referral,Cash,Cancelled
ORD00216,CUS00003,SW005,Python Training,Software,9,5000,0,45000.0,2024-05-04,2024-02-16,Central,พิชัย สมาน,Online,Credit Card,Completed
ORD00217,CUS00004,TR003,Deep Learning,Training,9,22000,20,158400.0,2024-01-10,2024-02-20,East,นิรมล ศรีสุข,Partner,Bank Transfer,Cancelled
ORD00218,CUS00057,SB004,CRM Platform,Subscription,9,7200,0,64800.0,2024-02-22,2024-06-29,West,กานดา รักไทย,Online,Bank Transfer,Completed
ORD00219,CUS00065,SW004,Excel Advanced,Software,8,3500,10,25200.0,2024-05-23,2024-02-27,Bangkok,กานดา รักไทย,Referral,Credit Card,Cancelled
ORD00220,CUS00074,SB002,Analytics API,Subscription,4,3600,0,14400.0,2024-08-24,2024-07-23,Central,สมชาย วงศ์ดี,Referral,Cash,Cancelled
ORD00221,CUS00007,SB005,HR System,Subscription,1,9600,5,9120.0,2024-07-04,2024-06-23,Northeast,นิรมล ศรีสุข,Partner,Cash,Cancelled
ORD00222,CUS00042,TR004,SQL Workshop,Training,9,9000,0,81000.0,2024-09-21,2024-03-17,East,อรนุช พานิช,Online,Cash,Completed
ORD00223,CUS00009,TR001,ML Bootcamp,Training,9,25000,0,225000.0,2024-06-15,2024-08-10,Central,สุนิสา แก้วมณี,Direct Sales,Credit Card,Completed
ORD00224,CUS00006,CS004,Risk Analysis,Consulting,8,60000,15,408000.0,2024-01-21,2024-01-19,West,พิชัย สมาน,Partner,E-Wallet,Completed
ORD00225,CUS00033,SB001,Cloud Storage,Subscription,10,1200,0,12000.0,2024-03-03,2024-09-24,Bangkok,ธนกร ใจดี,Online,Bank Transfer,Completed
ORD00226,CUS00022,SW003,Tableau Desktop,Software,6,15000,15,76500.0,2024-03-02,2024-02-01,South,สุนิสา แก้วมณี,Partner,Bank Transfer,Pending
ORD00227,CUS00016,SB005,HR System,Subscription,3,9600,5,27360.0,2024-09-18,2024-03-09,North,ธนกร ใจดี,Tender,Cheque,Completed
ORD00228,CUS00059,HW001,Laptop i7,Hardware,9,35000,0,315000.0,2024-11-08,2024-12-22,South,นิรมล ศรีสุข,Referral,Credit Card,Cancelled
ORD00229,CUS00079,TR004,SQL Workshop,Training,9,9000,0,81000.0,2024-09-01,2024-08-29,West,ประเสริฐ ทองดี,Direct Sales,Credit Card,Completed
ORD00230,CUS00050,HW002,Monitor 27in,Hardware,9,8900,10,72090.0,2024-10-26,2024-07-22,Bangkok,อรนุช พานิช,Online,Credit Card,Completed
ORD00231,CUS00037,SB003,BI SaaS,Subscription,8,5400,0,43200.0,2024-04-20,2024-06-01,Bangkok,สมชาย วงศ์ดี,Online,E-Wallet,Completed
ORD00232,CUS00008,SB003,BI SaaS,Subscription,8,5400,15,36720.0,2024-09-21,2024-07-18,West,วัลลภ เพ็ชรดี,Partner,Bank Transfer,Cancelled
ORD00233,CUS00046,HW002,Monitor 27in,Hardware,7,8900,0,62300.0,2024-03-12,2024-12-12,Central,พิชัย สมาน,Tender,Cheque,Cancelled
ORD00234,CUS00017,SW004,Excel Advanced,Software,5,3500,20,14000.0,2024-07-30,2024-02-23,Bangkok,ธนกร ใจดี,Tender,E-Wallet,Completed
ORD00235,CUS00054,CS004,Risk Analysis,Consulting,10,60000,0,600000.0,2024-05-23,2024-11-15,South,กานดา รักไทย,Referral,Cash,Pending
ORD00236,CUS00051,TR003,Deep Learning,Training,5,22000,0,110000.0,2024-09-26,2024-10-12,South,ธนกร ใจดี,Partner,Bank Transfer,Pending
ORD00237,CUS00069,CS004,Risk Analysis,Consulting,5,60000,0,300000.0,2024-06-04,2024-03-16,Northeast,พิชัย สมาน,Referral,E-Wallet,Completed
ORD00238,CUS00078,SW003,Tableau Desktop,Software,6,15000,20,72000.0,2024-05-04,2024-06-16,Central,ธนกร ใจดี,Direct Sales,Bank Transfer,Completed
ORD00239,CUS00069,TR005,BI Dashboard,Training,8,12000,0,96000.0,2024-06-08,2024-10-03,South,ธนกร ใจดี,Tender,E-Wallet,Pending
ORD00240,CUS00077,CS004,Risk Analysis,Consulting,6,60000,0,360000.0,2024-12-12,2024-06-29,Northeast,สมชาย วงศ์ดี,Direct Sales,E-Wallet,Completed
ORD00241,CUS00052,SW004,Excel Advanced,Software,6,3500,10,18900.0,2024-11-28,2024-10-15,South,วิชัย มนัสพร,Online,Cash,Pending
ORD00242,CUS00044,CS004,Risk Analysis,Consulting,10,60000,10,540000.0,2024-12-20,2024-09-29,East,กานดา รักไทย,Online,Cheque,Completed
ORD00243,CUS00023,TR001,ML Bootcamp,Training,5,25000,10,112500.0,2024-02-26,2024-12-02,North,อรนุช พานิช,Tender,Cash,Completed
ORD00244,CUS00065,SB003,BI SaaS,Subscription,9,5400,0,48600.0,2024-04-06,2024-07-31,Central,สมชาย วงศ์ดี,Tender,E-Wallet,Completed
ORD00245,CUS00053,TR005,BI Dashboard,Training,1,12000,15,10200.0,2024-01-06,2024-01-03,North,สุนิสา แก้วมณี,Direct Sales,Cheque,Pending
ORD00246,CUS00004,SW005,Python Training,Software,1,5000,15,4250.0,2024-04-10,2024-03-31,Northeast,สุนิสา แก้วมณี,Tender,Cheque,Cancelled
ORD00247,CUS00053,SB002,Analytics API,Subscription,10,3600,0,36000.0,2024-11-04,2024-03-04,Central,วิชัย มนัสพร,Tender,E-Wallet,Completed
ORD00248,CUS00067,SW001,KNIME License,Software,2,12000,0,24000.0,2024-09-08,2024-08-28,South,ธนกร ใจดี,Direct Sales,Bank Transfer,Cancelled
ORD00249,CUS00036,TR002,Data Analytics,Training,4,18000,0,72000.0,2024-03-27,2024-01-18,North,กานดา รักไทย,Tender,Bank Transfer,Completed
ORD00250,CUS00003,HW004,USB-C Hub,Hardware,10,1500,5,14250.0,2024-01-28,2024-04-23,Northeast,พิชัย สมาน,Direct Sales,Cash,Completed
